Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OneCSWebSuite,Chrome 113.0.0.0,,,2023-05-22 09:44:17,2023-05-22 09:44:23,6.297s,PASSED
,,,,,,,
Test Cases/RunFeatureFile,Chrome 113.0.0.0,,,2023-05-22 09:44:17,2023-05-22 09:44:23,6.079s,PASSED
"runFeatureFile(""Include/features/OneCSWebIMS.feature"")",Chrome 113.0.0.0,,,2023-05-22 09:44:17,2023-05-22 09:44:23,5.780s,PASSED
