Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OneCSWebSuite,Chrome 113.0.0.0,,,2023-05-22 12:34:36,2023-05-22 12:37:02,2m - 25.233s,PASSED
,,,,,,,
Test Cases/RunFeatureFile,Chrome 113.0.0.0,,,2023-05-22 12:34:37,2023-05-22 12:37:02,2m - 25.029s,PASSED
"runFeatureFile(""Include/features/OneCSWebIMS.feature"")",Chrome 113.0.0.0,,,2023-05-22 12:34:37,2023-05-22 12:37:02,2m - 24.755s,PASSED
